agent PreviousPosition:None, CurrentPosition:A, g = 0, h = 3799, f = 3799, action: None
agent PreviousPosition:D, CurrentPosition:F --> g = 2016, h = 1519, f = 3535, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2192, h = 1343, f = 3535, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1496, h = 2039, f = 3535, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 2030, h = 1505, f = 3535, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 1496, h = 2039, f = 3535, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:D --> g = 1616, h = 1919, f = 3535, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:E --> g = 1556, h = 1979, f = 3535, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:D --> g = 1580, h = 1955, f = 3535, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:D --> g = 1796, h = 1739, f = 3535, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:A --> g = 1398, h = 2137, f = 3535, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1024, h = 2512, f = 3536, action: ('take', <package.Package instance at 0x318ddd0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1115, h = 2373, f = 3488, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1203, h = 2285, f = 3488, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1117, h = 2373, f = 3490, action: ('take', <package.Package instance at 0x211557a0>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1119, h = 2373, f = 3492, action: ('take', <package.Package instance at 0x21157a70>)
agent PreviousPosition:A, CurrentPosition:A --> g = 1208, h = 2285, f = 3493, action: ('take', <package.Package instance at 0x21159b90>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1358, h = 2135, f = 3493, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1360, h = 2135, f = 3495, action: ('take', <package.Package instance at 0x212da7e8>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1362, h = 2135, f = 3497, action: ('take', <package.Package instance at 0x212e1fc8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1488, h = 1943, f = 3431, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1572, h = 1859, f = 3431, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1574, h = 1859, f = 3433, action: ('take', <package.Package instance at 0x21300bd8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1490, h = 1943, f = 3433, action: ('take', <package.Package instance at 0x212f7830>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1576, h = 1859, f = 3435, action: ('take', <package.Package instance at 0x21303ea8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1672, h = 1799, f = 3471, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 1239, h = 2261, f = 3500, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 1395, h = 2105, f = 3500, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1642, h = 1859, f = 3501, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:E --> g = 1558, h = 1943, f = 3501, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1560, h = 1943, f = 3503, action: ('take', <package.Package instance at 0x212f51b8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1658, h = 1775, f = 3433, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1674, h = 1835, f = 3509, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1676, h = 1835, f = 3511, action: ('take', <package.Package instance at 0x214757e8>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1652, h = 1859, f = 3511, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1468, h = 2051, f = 3519, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1470, h = 2051, f = 3521, action: ('take', <package.Package instance at 0x212f3368>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1748, h = 1775, f = 3523, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:A --> g = 1688, h = 1835, f = 3523, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1335, h = 2189, f = 3524, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1752, h = 1775, f = 3527, action: ('take', <package.Package instance at 0x21601128>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1948, h = 1579, f = 3527, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1950, h = 1579, f = 3529, action: ('take', <package.Package instance at 0x216327e8>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2046, h = 1483, f = 3529, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1443, h = 2093, f = 3536, action: ('take', <package.Package instance at 0xd309998>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1623, h = 1913, f = 3536, action: ('take', <package.Package instance at 0x19faca70>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1819, h = 1717, f = 3536, action: ('take', <package.Package instance at 0x2047d290>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1322, h = 2214, f = 3536, action: ('take', <package.Package instance at 0x27dc248>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1442, h = 2070, f = 3512, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:D --> g = 1582, h = 1930, f = 3512, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1584, h = 1930, f = 3514, action: ('take', <package.Package instance at 0x217c2b00>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1692, h = 1822, f = 3514, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1693, h = 1822, f = 3515, action: ('take', <package.Package instance at 0x219302d8>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1792, h = 1723, f = 3515, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 1695, h = 1822, f = 3517, action: ('take', <package.Package instance at 0x21932320>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1812, h = 1687, f = 3499, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:A --> g = 1932, h = 1567, f = 3499, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1697, h = 1822, f = 3519, action: ('take', <package.Package instance at 0x2193cab8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1892, h = 1521, f = 3413, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:D --> g = 1832, h = 1651, f = 3483, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:A --> g = 1972, h = 1411, f = 3383, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1796, h = 1723, f = 3519, action: ('take', <package.Package instance at 0x21940c68>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1992, h = 1527, f = 3519, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1997, h = 1527, f = 3524, action: ('take', <package.Package instance at 0x21ad6f38>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2117, h = 1407, f = 3524, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2166, h = 1370, f = 3536, action: ('take', <package.Package instance at 0xf14d320>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1479, h = 2057, f = 3536, action: ('take', <package.Package instance at 0x16e1bb48>)
agent PreviousPosition:E, CurrentPosition:D --> g = 1675, h = 1861, f = 3536, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:E --> g = 1539, h = 1997, f = 3536, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:A --> g = 1980, h = 1556, f = 3536, action: ('take', <package.Package instance at 0x1f45a560>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2130, h = 1406, f = 3536, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 2184, h = 1352, f = 3536, action: ('take', <package.Package instance at 0x1efa87a0>)
agent PreviousPosition:F, CurrentPosition:D --> g = 2319, h = 1217, f = 3536, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 2469, h = 1067, f = 3536, action: ('take', <package.Package instance at 0x9fc9710>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2664, h = 872, f = 3536, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1993, h = 1543, f = 3536, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 1383, h = 2153, f = 3536, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 1807, h = 1729, f = 3536, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1263, h = 2273, f = 3536, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1807, h = 1729, f = 3536, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1419, h = 2117, f = 3536, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1877, h = 1659, f = 3536, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2555, h = 981, f = 3536, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2073, h = 1463, f = 3536, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2240, h = 1296, f = 3536, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1893, h = 1643, f = 3536, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 1785, h = 1751, f = 3536, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 1254, h = 2282, f = 3536, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1582, h = 1955, f = 3537, action: ('take', <package.Package instance at 0x816ac68>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1558, h = 1979, f = 3537, action: ('take', <package.Package instance at 0x8fbb7e8>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1654, h = 1883, f = 3537, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1736, h = 1801, f = 3537, action: ('take', <package.Package instance at 0x1b7a5638>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1918, h = 1611, f = 3529, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1922, h = 1611, f = 3533, action: ('take', <package.Package instance at 0x21fb1248>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1774, h = 1763, f = 3537, action: ('take', <package.Package instance at 0x26479e0>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1970, h = 1567, f = 3537, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 2742, h = 795, f = 3537, action: ('take', <package.Package instance at 0x8639170>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2937, h = 600, f = 3537, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2712, h = 825, f = 3537, action: ('take', <package.Package instance at 0x1f794638>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2922, h = 615, f = 3537, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:A --> g = 1330, h = 2207, f = 3537, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1442, h = 2039, f = 3481, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1444, h = 2039, f = 3483, action: ('take', <package.Package instance at 0x2214a440>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1534, h = 2003, f = 3537, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 2540, h = 997, f = 3537, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 2240, h = 1297, f = 3537, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 2089, h = 1448, f = 3537, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 1794, h = 1743, f = 3537, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 2226, h = 1311, f = 3537, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 2077, h = 1460, f = 3537, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 2000, h = 1537, f = 3537, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1654, h = 1883, f = 3537, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:D --> g = 1606, h = 1931, f = 3537, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:A --> g = 2042, h = 1495, f = 3537, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:D --> g = 1970, h = 1567, f = 3537, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1265, h = 2273, f = 3538, action: ('take', <package.Package instance at 0x11c6dd88>)
agent PreviousPosition:D, CurrentPosition:D --> g = 2132, h = 1406, f = 3538, action: ('take', <package.Package instance at 0x21c66320>)
agent PreviousPosition:D, CurrentPosition:F --> g = 2240, h = 1298, f = 3538, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1677, h = 1861, f = 3538, action: ('take', <package.Package instance at 0x21b01b48>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1821, h = 1717, f = 3538, action: ('take', <package.Package instance at 0x2047f2d8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1026, h = 2512, f = 3538, action: ('take', <package.Package instance at 0x430d638>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1131, h = 2313, f = 3444, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1235, h = 2129, f = 3364, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 1240, h = 2129, f = 3369, action: ('take', <package.Package instance at 0x22477488>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1390, h = 1979, f = 3369, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1392, h = 1979, f = 3371, action: ('take', <package.Package instance at 0x22489b48>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1500, h = 1871, f = 3371, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1394, h = 1979, f = 3373, action: ('take', <package.Package instance at 0x224911b8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1520, h = 1787, f = 3307, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1504, h = 1871, f = 3375, action: ('take', <package.Package instance at 0x22600368>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1630, h = 1745, f = 3375, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1632, h = 1745, f = 3377, action: ('take', <package.Package instance at 0x2261b758>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1800, h = 1577, f = 3377, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1590, h = 1787, f = 3377, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1592, h = 1787, f = 3379, action: ('take', <package.Package instance at 0x2260eb00>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1802, h = 1577, f = 3379, action: ('take', <package.Package instance at 0x2262c170>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1804, h = 1577, f = 3381, action: ('take', <package.Package instance at 0x22631440>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1740, h = 1661, f = 3401, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1752, h = 1673, f = 3425, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1570, h = 1871, f = 3441, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1572, h = 1871, f = 3443, action: ('take', <package.Package instance at 0x226096c8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1656, h = 1787, f = 3443, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 1315, h = 2129, f = 3444, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1574, h = 1871, f = 3445, action: ('take', <package.Package instance at 0x227b4878>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1317, h = 2129, f = 3446, action: ('take', <package.Package instance at 0x22484320>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1133, h = 2313, f = 3446, action: ('take', <package.Package instance at 0x22471fc8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1221, h = 2225, f = 3446, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1660, h = 1787, f = 3447, action: ('take', <package.Package instance at 0x227c93b0>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1786, h = 1661, f = 3447, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1319, h = 2129, f = 3448, action: ('take', <package.Package instance at 0x2292e758>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1788, h = 1661, f = 3449, action: ('take', <package.Package instance at 0x22955fc8>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1253, h = 2201, f = 3454, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 1409, h = 2045, f = 3454, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1902, h = 1553, f = 3455, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 1880, h = 1577, f = 3457, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1413, h = 2045, f = 3458, action: ('take', <package.Package instance at 0x22ac7950>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1539, h = 1919, f = 3458, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:F --> g = 1480, h = 1979, f = 3459, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1541, h = 1919, f = 3460, action: ('take', <package.Package instance at 0x22ae1bd8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1649, h = 1811, f = 3460, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:D --> g = 1590, h = 1871, f = 3461, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1543, h = 1919, f = 3462, action: ('take', <package.Package instance at 0x22ae6ef0>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1669, h = 1727, f = 3396, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1592, h = 1871, f = 3463, action: ('take', <package.Package instance at 0x226076c8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1484, h = 1979, f = 3463, action: ('take', <package.Package instance at 0x22498ab8>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1610, h = 1853, f = 3463, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:D --> g = 1335, h = 2129, f = 3464, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1612, h = 1853, f = 3465, action: ('take', <package.Package instance at 0x22c834d0>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1720, h = 1745, f = 3465, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1654, h = 1811, f = 3465, action: ('take', <package.Package instance at 0x22c59758>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1789, h = 1676, f = 3465, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1337, h = 2129, f = 3466, action: ('take', <package.Package instance at 0x22482248>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1739, h = 1727, f = 3466, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1791, h = 1676, f = 3467, action: ('take', <package.Package instance at 0x22e11b00>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1959, h = 1508, f = 3467, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1614, h = 1853, f = 3467, action: ('take', <package.Package instance at 0x22c88908>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1741, h = 1727, f = 3468, action: ('take', <package.Package instance at 0x22c725a8>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1339, h = 2129, f = 3468, action: ('take', <package.Package instance at 0x22df10e0>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1465, h = 1937, f = 3402, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1961, h = 1508, f = 3469, action: ('take', <package.Package instance at 0x22e2ec20>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2057, h = 1412, f = 3469, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 1490, h = 1979, f = 3469, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1725, h = 1745, f = 3470, action: ('take', <package.Package instance at 0x22e02248>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1860, h = 1610, f = 3470, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:E --> g = 1810, h = 1661, f = 3471, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1862, h = 1610, f = 3472, action: ('take', <package.Package instance at 0x231207e8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2030, h = 1442, f = 3472, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1535, h = 1937, f = 3472, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1812, h = 1661, f = 3473, action: ('take', <package.Package instance at 0x22f976c8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1896, h = 1577, f = 3473, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1537, h = 1937, f = 3474, action: ('take', <package.Package instance at 0x22fa3f80>)
agent PreviousPosition:E, CurrentPosition:E --> g = 2032, h = 1442, f = 3474, action: ('take', <package.Package instance at 0x23138368>)
agent PreviousPosition:A, CurrentPosition:A --> g = 2062, h = 1412, f = 3474, action: ('take', <package.Package instance at 0x22fad878>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1730, h = 1745, f = 3475, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2034, h = 1442, f = 3476, action: ('take', <package.Package instance at 0x2313d710>)
agent PreviousPosition:A, CurrentPosition:E --> g = 1349, h = 2129, f = 3478, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:A --> g = 1534, h = 1955, f = 3489, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1445, h = 2045, f = 3490, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 1899, h = 1592, f = 3491, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:F --> g = 1365, h = 2129, f = 3494, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 1970, h = 1526, f = 3496, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1908, h = 1589, f = 3497, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1369, h = 2129, f = 3498, action: ('take', <package.Package instance at 0x22487a28>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1495, h = 2003, f = 3498, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1497, h = 2003, f = 3500, action: ('take', <package.Package instance at 0x232f4cb0>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1665, h = 1835, f = 3500, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 1630, h = 1871, f = 3501, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1667, h = 1835, f = 3502, action: ('take', <package.Package instance at 0x234689e0>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1499, h = 2003, f = 3502, action: ('take', <package.Package instance at 0x2345d050>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1625, h = 1811, f = 3436, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1709, h = 1727, f = 3436, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1711, h = 1727, f = 3438, action: ('take', <package.Package instance at 0x23492b00>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1713, h = 1727, f = 3440, action: ('take', <package.Package instance at 0x23495d88>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1669, h = 1835, f = 3504, action: ('take', <package.Package instance at 0x2346dea8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1695, h = 1811, f = 3506, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1697, h = 1811, f = 3508, action: ('take', <package.Package instance at 0x234893f8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1530, h = 1979, f = 3509, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1532, h = 1979, f = 3511, action: ('take', <package.Package instance at 0x224964d0>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1616, h = 1895, f = 3511, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1534, h = 1979, f = 3513, action: ('take', <package.Package instance at 0x236115f0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1726, h = 1787, f = 3513, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 1811, h = 1703, f = 3514, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1457, h = 2057, f = 3514, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1728, h = 1787, f = 3515, action: ('take', <package.Package instance at 0x2292c560>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1620, h = 1895, f = 3515, action: ('take', <package.Package instance at 0x23622c20>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1746, h = 1769, f = 3515, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:A --> g = 1911, h = 1604, f = 3515, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:E --> g = 1770, h = 1745, f = 3515, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1560, h = 1955, f = 3515, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1789, h = 1727, f = 3516, action: ('moveAndDrop', 'A')
